condition	reaction_id	flux	reduced_cost
rhizosphere_max_n2	rxn00792	-1.6463868010851758e-06	-0.0
rhizosphere_max_n2	rxn06864	1.6463868010851758e-06	0.0
rhizosphere_max_n2	rxn06672	0.0	-0.0
rhizosphere_max_n2	rxn06673	0.0	0.0
rhizosphere_max_n2	rxn05465	0.5790701587356847	0.0
rhizosphere_max_n2	rxn08766	0.07235903372045067	0.0
rhizosphere_max_n2	rxn05339	-0.07235903372045067	-0.0
rhizosphere_max_n2	rxn05329	0.07235903372045067	0.0
rhizosphere_max_n2	rxn05322	0.07235903372045067	0.0
rhizosphere_max_n2	rxn05346	0.07235903372045066	0.0
rhizosphere_max_n2	rxn05337	-0.07235903372045066	-0.0
rhizosphere_max_n2	rxn05330	0.07235903372045066	0.0
rhizosphere_max_n2	rxn05326	0.07235903372045066	0.0
rhizosphere_max_n2	rxn05350	0.07235903372045065	0.0
rhizosphere_max_n2	rxn05341	-0.07235903372045065	-0.0
rhizosphere_max_n2	rxn05334	0.07235903372045065	0.0
rhizosphere_max_n2	rxn05325	0.07235903372045065	0.0
rhizosphere_max_n2	rxn05343	0.07235903372045065	0.0
rhizosphere_max_n2	rxn05338	-0.07235903372045065	-0.0
rhizosphere_max_n2	rxn05333	0.07235903372045065	0.0
rhizosphere_max_n2	rxn05327	0.010949110334553444	0.0
rhizosphere_max_n2	rxn05348	0.010949110334553444	0.0
rhizosphere_max_n2	rxn05340	-0.010949110334553442	-0.0
rhizosphere_max_n2	rxn05331	0.010949110334553444	0.0
rhizosphere_max_n2	rxn05324	0.010949110334553444	0.0
rhizosphere_max_n2	rxn05345	0.010949110334553444	0.0
rhizosphere_max_n2	rxn05342	-0.010949110334553442	-0.0
rhizosphere_max_n2	rxn05335	0.0051812707153492624	0.0
rhizosphere_max_n2	rxn05323	0.0051812707153492624	0.0
rhizosphere_max_n2	rxn05344	0.0051812707153492624	0.0
rhizosphere_max_n2	rxn05336	-0.0051812707153492624	-0.0
rhizosphere_max_n2	rxn05332	0.0051812707153492624	0.0
rhizosphere_max_n2	rxn05328	0.005181270715349262	0.0
rhizosphere_max_n2	rxn05460	0.0006797225491282252	0.0
rhizosphere_max_n2	rxn05461	0.0006797225491282252	0.0
rhizosphere_max_n2	rxn05462	0.0006797225491282252	0.0
rhizosphere_max_n2	rxn05464	0.0006797225491282252	0.0
rhizosphere_max_n2	rxn07455	0.06140992338589722	0.0
rhizosphere_max_n2	rxnUS1	0.06140992338589721	0.0
rhizosphere_max_n2	rxnUS2	-0.0614099233858972	-0.0
rhizosphere_max_n2	rxnUS3	0.0614099233858972	0.0
rhizosphere_max_n2	rxnUS4	0.061409923385897194	0.0
rhizosphere_max_n2	rxnUS5	0.06140992338589721	0.0
rhizosphere_max_n2	rxnUS6	-0.0614099233858972	-0.0
rhizosphere_max_n2	rxnUS7	0.0614099233858972	0.0
rhizosphere_max_n2	rxnUS8	0.061409923385897194	0.0
rhizosphere_max_n2	rxnUS9	0.06140992338589721	0.0
rhizosphere_max_n2	rxnUS10	-0.0614099233858972	-0.0
rhizosphere_max_n2	rxnUS11	0.0614099233858972	0.0
rhizosphere_max_n2	rxnUS12	0.061409923385897194	0.0
rhizosphere_max_n2	rxnUS13	0.06034152090499309	0.0
rhizosphere_max_n2	rxnUS14	0.06034152090499309	0.0
rhizosphere_max_n2	rxnUS15	0.06034152090499309	0.0
rhizosphere_max_n2	rxnUS16	0.06034152090499309	0.0
rhizosphere_max_n2	rxnVLCFA1	0.0014419599048010746	0.0
rhizosphere_max_n2	rxnVLCFA2	0.0014419599048010746	0.0
rhizosphere_max_n2	rxnVLCFA3	-0.0014419599048010746	-0.0
rhizosphere_max_n2	rxnVLCFA4	0.0014419599048010746	0.0
rhizosphere_max_n2	rxnVLCFA5	0.0014419599048010746	0.0
rhizosphere_max_n2	rxnVLCFA6	0.0014419599048010746	0.0
rhizosphere_max_n2	rxnVLCFA7	-0.0014419599048010746	-0.0
rhizosphere_max_n2	rxnVLCFA8	0.0014419599048010746	0.0
rhizosphere_max_n2	rxnVLCFA9	0.0014419599048010746	0.0
rhizosphere_max_n2	rxnVLCFA10	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA11	-0.0014419599048010744	-0.0
rhizosphere_max_n2	rxnVLCFA12	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA13	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA14	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA15	-0.0014419599048010744	-0.0
rhizosphere_max_n2	rxnVLCFA16	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA17	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA18	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA19	-0.0014419599048010744	-0.0
rhizosphere_max_n2	rxnVLCFA20	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA21	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA22	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA23	-0.0014419599048010744	-0.0
rhizosphere_max_n2	rxnVLCFA24	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA25	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA26	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA27	-0.0014419599048010744	-0.0
rhizosphere_max_n2	rxnVLCFA28	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA29	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA30	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA31	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA32	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA33	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA34	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA35	-0.0014419599048010744	-0.0
rhizosphere_max_n2	rxnVLCFA36	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA37	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA38	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA39	-0.0014419599048010744	-0.0
rhizosphere_max_n2	rxnVLCFA40	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA41	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA42	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA43	-0.0014419599048010744	-0.0
rhizosphere_max_n2	rxnVLCFA44	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA45	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA46	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA47	-0.0014419599048010744	-0.0
rhizosphere_max_n2	rxnVLCFA48	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA49	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA50	0.0014419599048010744	0.0
rhizosphere_max_n2	rxnVLCFA51	-0.0014419599048010744	-0.0
rhizosphere_max_n2	rxn00612	0.0	0.0
rhizosphere_max_n2	rxnPG1	3.4640709977806574e-05	0.0
rhizosphere_max_n2	rxnPG2	3.464070997780657e-05	0.0
rhizosphere_max_n2	rxnPG3	3.464070997780657e-05	0.0
rhizosphere_max_n2	rxnPG4	1.4729265059647376e-05	0.0
rhizosphere_max_n2	rxnPG5	1.4729265059647375e-05	0.0
rhizosphere_max_n2	rxnPG6	1.4729265059647375e-05	0.0
rhizosphere_max_n2	rxnPG7	0.0003139299682244642	0.0
rhizosphere_max_n2	rxnPG8	0.0003139299682244642	0.0
